formula,target
Cs2F6LiN,-0.75
Ag2Ca2O4,0.36
CRe,0.59
Pb2Sr2Zn2,0.36
C4AgBN4,0.44
AsPr,0.23
CrNdO3,0.26
Ru8Si12,0.29
Be4Cu2,0.15
In3Nd,0.27
EuMn2P2,0.26
Ag2N6,0.37
N2Nb2,0.25
Br6Mn2Rb2,0.5
RuSbZr,0.35
C2Na2Pt,0.3
Ca4Pt4Si4,0.39
C8Si8,0.16
Hg3Pd3Sm3,0.35
Ca4In4Pt4,0.34
H6Nd2O6,0.34
PtV3,0.36
BBe2F2KO3,0.21
NaO6W2,0.26
H4K2O8P2,0.24
Cu4Li3O4,0.33
Cu4Li4S4,0.42
Ga2La6O12,0.33
Ru3Si3Zr3,0.28
CsF3Sr,0.45
AuSc2Zn,0.3
PtZn3,0.41
Hg2LiPr,0.43
CdTl2Yb,0.32
AcHg2Yb,0.32
O3RbSr,0.84
HoO3Rb,0.45
P3Yb,0.35
Dy3Yb,0.27
N6Sr2Tc2,0.3
Cs2F6InRb,0.31
CuO2V,0.28
CoSnV,0.93
AlNTm3,0.2
PrRe4Si2,0.25
F2Nd2Se2,0.27
Ga4O6,0.43
Al8Li24N16,0.13
RuV,0.36
NTa,0.21
Te3,0.22
BaHo2NiO5,0.28
BEuPd3,0.53
In4Ir2Sr2,0.28
Cu2Pb2Tm2,0.23
Ga3Np,0.21
NdPt2Si2,0.38
Cl4Na4O12,0.27
NbS2,0.25
Br6Ni2Rb2,0.4
BPd3Pr,0.57
AuInLi2,0.29
AlB2Fe2,0.24
Cu2Ga2Te4,0.28
Ba2F8Zn2,0.32
Cl8Se8,-0.11
Ni4P4S4,0.28
Br2O2Sc2,0.24
Nd2O5S2Ti2,0.31
F12Fe4Li2,0.3
Ba4O24P8,0.32
Ag2Cl2,0.42
B2Mn,0.23
B3Pt6Y3,0.35
BIn2Re,6.67
S6Sc4,0.22
As8Ba4Zn8,0.27
Al2B2Mo2,0.23
BaSi2,0.69
As2Li2Nd,0.33
CdCsF3,0.04
CuOsPm2,0.35
AgHg2Ho,0.41
CdPt3,0.38
Be2NiPt,0.36
NbRu2Sc,0.3
PdSnZr,0.26
Si2Tb6,0.36
NaPd2Sn,0.12
CdPbPr2,0.34
CdHgYb2,0.26
NbNi3,0.9
CAlCe3,0.28
CoMo,1.45
CNi,0.46
KS2Ti,0.26
Al3Cu2Eu,0.21
AlCuPt2,0.32
Sc4Zn8,0.25
As2Cu2K4,0.3
Ge3Li3Nd3,0.17
Cu2MnSb,-3.58
PbTe,0.25
As4Mn4,0.22
Ba2MgO6Re,0.26
Ba2Fe4S6,0.27
Ca4Mg8,0.24
Cu4Mg2O6,0.26
OPa,0.49
Mo2Rh6,0.3
Pd2Ta,0.34
In3Pt3Sc3,0.35
AsGd,0.06
ClCu,0.48
H2Al2Sr,0.16
GaO4P,0.2
Ir4Zr2,0.28
Al2CePt3,0.27
F8Zn4,0.35
Cd2Cu4O8,0.33
F2Fe2Li4O4,0.23
IrPdPr2,0.38
CdSc2Tl,0.35
Ru2SbSc,0.26
Cd2MgTb,0.29
IrNiPm2,0.38
PbTlYb2,0.34
Au2NaPr,0.36
Rh2TaZn,0.91
Ba2Na2O14Sc2Si4,0.28
BeRu2Ta,0.33
B2Cs2Na4O6,0.3
C4,0.2
Ni4Ta2Te6,0.25
PtZr3,0.45
AuIrNd2,0.36
CeLiO3,0.44
LaNdZn2,0.29
BeO3Rb,0.5
H4BNa,0.14
AuNi3,0.35
Mg2Zn2,0.37
TmZr,0.26
C4H8,0.26
S6Ti2,0.25
Ni2Sm2,0.34
HfZn,0.31
BaO3Si,0.22
MgO3Si,0.21
Ho2O6,0.32
CdGd,0.29
Ca3Zn,0.64
Ca12O4Si4,0.2
As2Sr4,0.18
Pd2V6,0.33
InSb,0.27
PbU,0.42
NdPd3,0.31
Mn2Pd2,0.33
HK,0.19
O4S32,0.17
O8Pd2S2,0.31
AlY3,0.23
AsBO4,0.16
B6Na6O12,0.32
RhSm,0.36
Ca12N8,0.27
Ge2SrZn2,0.31
N8W4,0.4
O4Se4Zr4,0.33
F6MgPd,0.17
Cd3Pm,0.32
AlCrMn2,0.28
Hf2OsRh,0.39
Ge3Zn,0.55
O3RbW,0.23
Sb16Zr8,0.24
PPtYb,0.31
LaN3Os,0.3
N2Re2,0.3
InTe,0.42
CGe,0.23
Hf2Pt2,0.36
Ca2Ni4Si2,0.3
Ir6Mo2,0.27
MnZn3,0.3
Ag3Pt,0.37
Ir2Ti2,0.34
C2Ga2Ti4,0.19
CB2Rh2Tb,0.4
LaN,0.64
B2U,0.12
InP,0.28
Cu2FeSn,0.62
Mn12Y,0.26
Se4V3,0.22
Cl4CoLi2,0.26
HPd,0.4
Pd8Si4Y4,0.33
NbRhSb,0.38
Os2Si2Th,0.28
La2O3,0.35
BaLaMnO6Ta,1.99
As2S2U2,0.44
AlCo2V,0.28
H16Ca16O40Si8,0.29
ErO2S3U2,0.29
Ag3Dy3Ge3,0.22
HfNi2Si2,0.31
Re8S16,0.21
Cs2Se6Sn2,0.3
CrNbW,0.51
HCs,0.31
Cl6Cs2Cu2,0.47
H16Ca4Cl8O8,0.34
Cs2CuF6K,0.32
Li4Nb2S6,0.28
LiS2Sb,0.28
F5OV2,-0.05
F2O4W2,0.21
HfO4Sr2,0.26
Fe3LiO4,0.33
As2SrZn2,0.24
F2Hg,0.42
AlOs2V,0.28
GeNbRu2,0.36
GeLi2Yb,0.14
Er2I6,0.24
ErPaRu2,0.44
BGeLiO4,0.17
CaO6Sb2,0.3
Au2BiSm,0.44
BO3Si,0.64
NaO3Ru,0.35
MnRh2Tm,0.36
CePmZn2,0.22
C7Si7,0.16
Mn28O48Si4,-0.35
Ge4Th2,0.33
Cu2Sc,0.33
B2BaIr2,0.24
As2Na2Zn2,0.27
Cs2ErF6Na,0.32
Yb,0.25
Li2Rh2Sn8,0.24
Al12Tc2,0.24
O10Sb4,0.25
Fe2GaV,0.27
Br6K2Se,0.53
Cl10Sb2,0.27
Ag3P11,0.25
Na16O28Ti10,0.26
Cl8Cu2Ga2,0.27
Ag2Sb2Se4,0.35
Pt2Si2Y,2.82
C16,0.19
Ni2Pb2,0.31
Ru8Si16,0.25
Cu2O4Rb2,0.31
N5Ta4,0.25
Cu2K4P2,0.29
Ac2AuSi,0.38
Au2NdSn,0.39
FeGeRu2,0.31
La6Te8,0.3
Al2As2,0.26
GePtZr,0.66
AgBZr,0.67
As3Ge,0.38
HfRb3,0.43
LuTl2Y,0.36
Pm2PtZn,0.36
Ba2Mg2Si2,0.22
FeNi3,0.55
CaSe,0.57
N2Pt,0.4
Cr4N8,0.33
CdIrO3,0.52
CPd3Sn,0.36
B4Tc2,0.17
H12Ba4Cu2,0.23
Al4Y8,0.27
Au3Li,0.39
P4Zr4,0.25
O2Sn,0.32
OZn,0.65
Ce4Se8,0.36
Pd4Sb8,0.35
Ni2Ta4,0.33
Al4Gd2,0.28
Mn4P4Zr4,0.24
B4Fe2Mo4,0.97
O2Sn2,0.24
C4Sn2Ti6,0.21
Al3Hf,0.19
Bi2Br9Cs3,0.29
I2Nd,0.22
N4Sr4,0.23
Cd6Tb2,0.31
Ir6W2,0.27
Ni5Tb,0.28
Ti4Zn8,0.25
CuO3Sr2,0.27
F8Li2Sc2,0.34
ErRh3Si2,0.26
As4Ba2Pd4,0.32
Ba2Sb4,0.26
Ga2SeW,0.4
CaMn2P2,0.26
Rh2TiZn,0.31
Al2Sc6,0.24
AgGaSc2,0.29
Li2SnSr,0.23
GaPt2Sc,1.0
Mn2Na2O4,0.24
Er3Na,0.27
Cl6Cs2FI,0.36
H6Cs2SiTl,0.33
Be2Se2,0.4
AsNd,-10.28
HgO3Os,0.35
NaS2V,0.16
In2Pt4Tb2,0.36
Ir2Li12N8,0.21
Ga2Sc2,0.26
HfRh,0.43
Sb2V6,0.31
CaZn5,0.24
Mg18Pt6,0.33
Na4Ni2O4,0.58
Mn4O8,0.23
Ga2LiPt,0.38
GdTl3,0.38
Ca,4.92
Mn4Si4Zr4,0.26
InNi3,0.32
MnSe,0.39
I4S4Sb4,0.29
H2Th,0.52
Br2N2Th2,0.18
Sn2Te10Tl4,0.3
Ag8Sr8,0.28
Au4Ca12,0.32
AlFe2Ti,0.26
C4Al2Ti6,0.19
Bi2BrDyO4,0.27
Cs2F6FeNa,0.38
BiSc,0.28
AuRe2Se,0.49
Fe4Ga12,0.23
KNdO2,0.25
Ge5Yb3,0.09
CuF6Zr,0.46
LiRu2W,0.33
Be2PtRh,0.28
Pt3Te4,0.27
MgNaTl2,0.28
GaHoRh2,0.35
Ag2CdYb,0.35
LiRh2Zr,0.35
Ag2PmYb,0.32
Bi3Ca,0.39
LiPtY2,0.32
Pt2ScZn,0.76
H3Sm,1.0
Th3Tm,0.21
ClFe,0.59
AgCuO2,0.43
N2Os2,0.25
As4Cu2Tb2,0.31
AlLu3N,0.2
CrN,0.35
PuSi2,0.28
BPt3Sc,0.59
B6Np,0.27
CoNb2S4,-4.82
Hg2Mg,0.36
Mo6Pt2,0.36
AlCoMn2,0.23
F6NaRb2Rh,0.38
Ag2K2Se2,0.29
EuGe2,0.29
NNd3Sn,0.45
O12Ru4Sr4,0.31
Fe4Si2,0.28
SbSm,0.25
BiTe2Tl,0.25
Hg6Y2,0.36
Al8Cr4Th,0.2
Ag4S2,0.33
Hf4O12Sr4,0.26
Cd2S8Y4,0.34
KO3U,0.28
O3SnSr,0.24
Mg2O2,0.32
F4FeRb,0.38
Pd6S2,0.35
Co2P2Sr,0.27
Fe4P16,0.18
Ce2Ir4,0.37
H2O4Sc2,0.24
PdTe2,0.32
PtRb2Se2,0.29
HgSc2Tc,0.38
AlOs2Ta,0.28
CdEuHg2,0.3
CoHf2Ir,0.4
LuRu2Sb,0.27
AlLiNi2,0.65
CrSi2,0.16
BaNi2P2,0.29
AlSm2Zn,0.24
MgRb3,0.52
O3RbTl,0.44
AlRb,0.76
BiPd2Pr,0.48
MgMnRh2,0.31
Be2CoMn,0.21
As2Ba2Cu2,0.24
SbY,0.06
MnSb,0.75
CTc,0.57
Be2Si2Zr2,0.17
Mg4N6V2,0.31
AlNi2Sc,0.31
CBe2,0.08
Ge3Ho3Li3,0.16
Na4O12V4,0.27
Ba2Ni2O6,0.37
CCo3Mg,0.26
Li2Se,0.19
AlBiO3,0.24
O3U,0.37
H2Cs2F4,0.33
MgSr,0.26
Cu8K24O16,0.3
H6Ni2Zr2,0.31
Au5Ba,0.41
BaO4S,0.32
Na6S6,0.29
Na4Nb4O12,0.25
Al3CePd2,0.28
Bi2Cu2O4Se2Y,0.27
Cl6Ti2,0.28
Al4Li9,0.17
SnTi3,0.34
HZr,1.59
HfInNi2,0.33
CFe2Si2Tb2,0.24
C2Ba2O6,0.37
Cu18P6,0.35
Cr4Li4O8,0.08
F6PtZn,0.23
In,0.43
PdRuSc2,0.32
Al2PdRu,0.3
Li5Mg,0.31
GaLuPd2,0.42
Hg2InYb,0.44
Al2IrOs,0.27
In2LuTm,0.38
Os3Yb,0.4
O3RbYb,0.37
Hf2Mg6,0.27
BrCl6FRb2,0.3
F10K4Pd2Rb2,0.08
Ca2O6Si2,-0.08
EuS,1.88
CBaMg6,0.78
LuRu2Si2,0.3
Ga3Ni2,0.28
Al6Pt10,0.36
O8Sb4,0.22
In2Ni4Zr4,0.31
CoGa5Sm,0.2
In3Mg,0.41
CCo3Sn,0.34
B4Fe4,0.29
O4Sr2U,0.31
Hf6Si4,0.23
Ge4Ir4Nb4,0.32
CoSbZr,1.61
Bi2Rh2,0.37
Pt3Tm,0.31
Co5Ho,0.38
SnTl,0.63
Ga3Ti,0.2
Br2La2,0.28
Li2O4Ru2,0.27
Nd2Ru2Si4,0.28
Br12Ca2Th2,0.32
Cu2O4Y2,0.36
Ba2Tl4,0.22
Co2FeGa,0.31
Hg2Y,0.3
AlFe2Ni,-3.43
N2Te2U2,0.15
NbNi2Sn,0.42
KO3Ta,0.23
Ge2P4Zn2,0.23
CuLi2O2,0.29
Al8O20Si4,0.24
AlCu2Ti,0.3
NiRh2Se4,0.34
Cl6Co2Cs2,0.33
GeMnPd2,0.44
Se2V2,0.19
LiPZn,1.65
MnPtSn,0.42
Mo2Te4,0.18
Hf4O8,0.32
CuLi2S2,0.33
O6Zr3,0.33
AlLiO2,0.21
Au2HgPm,0.51
LiPmTl2,0.4
AuLiTm2,0.28
GeRu2Zr,0.32
Mg2PbTl,0.37
Mg2PdZn,0.28
AgCuF3,0.38
AlTi2V,0.36
O2Ti,0.35
CSn,0.22
Cu2Er2Sn2,0.23
Be5Fe,0.17
Co3Ta,0.19
Hg2Sr,0.29
Ho2,0.23
Al4Au16,0.44
Nb2O5,0.34
Ni4O24Sr8Te4,0.3
C4CoLiO4,0.45
As2Ba2Mn3O2,0.2
S6Ti3,0.19
Mg2Sn,0.24
H8Li4N4,0.23
SU,0.59
H2Ti,0.43
Mo8N8,0.25
Cu2PrSi2,0.2
Cu2La2Si2,0.26
KNbO3,0.25
I12Nb4Te4,0.43
Cs2I6Te,0.28
F4,0.34
Ga22,0.43
Ta30,0.36
Cl6NbRb2,0.31
Nd2Si4,0.5
Al2Os,0.2
Hf3Ni9,0.3
CuF4Li2,0.13
Al8O12,0.23
Al2Mn2,0.26
Ag2O6Sc2,0.34
Co4P4Zr4,0.25
Zr,0.35
HfOs2Sc,0.3
Au2CaNa,0.39
CuLu2Pt,0.33
OsTcTi2,0.31
NiPSc,0.18
BiO3Si,0.3
Ge6Sm2,0.45
C2Nb2,0.31
Be2Hf2,0.26
Ga2Sb2,0.14
GaHf2Sb3,0.21
B2CeIr3,0.28
CuSc,0.28
Cd4Na4Sb4,0.28
Cu4O4Sr2,0.39
AsEr,0.22
Mg8O18Ta4,0.28
Ag6Ge10P12,0.27
In3Th,0.25
Cu2La,0.42
In4Pt2Sr2,0.28
H16N16,0.33
NPr,0.22
F2Pr2S2,0.28
O3RuSr,0.29
B2Ru3Y,0.29
Al8Ca2O14,0.32
Cs2F6Pd,0.32
Nd2Ru2Si2,0.26
C2Nb4Sn2,0.29
Cu2Li3O4,0.25
Bi2BrO4Sm,0.28
CsErS2,0.24
Cl3CsHg,0.46
Nb6Te2,0.28
Au4Bi8O20,0.32
CdPr,0.32
Ge2S2Th2,0.25
AgHgPd2,0.44
PaSi3,0.27
LiO3Tc,0.32
Mg2PmY,0.29
IrPdPm2,0.37
RuV3,0.32
RuY2Zn,0.34
BeFeRh2,0.31
BO3Si,0.31
CdCu2Sc,0.35
MoReTa2,0.31
C2O6Zn2,0.32
AgCl3Rb,0.33
Bi2Ni2,0.35
Ca6Na2O12Ru2,0.21
BaCaO2,0.24
Tb2Te4,0.33
Cr3NPd,0.25
Nb4Sn8,0.28
Cu6Mg4Si2,0.23
Ag2AlLi,0.33
Ba2F8Pd2,0.37
MgNiSb,0.29
CuTb,0.32
Li4Ni2O4,0.24
Ag4Mo2O8,0.47
Ba2Te4,0.27
AgCl,0.42
Ni5Pr,0.32
PrS,0.32
Ba2Pb2Zn2,0.23
P2Rb2S6,0.21
MnPtSb,0.38
C4Mo4,0.34
Mg6Pt2,0.35
H2Ce2Ru2Si2,0.25
Ti,0.37
Fe2Rb2Se4,0.33
C6Cr23,0.3
O3Ti3,0.39
MnRu2Sn,0.31
AlMgRh2,0.27
Dy2PdRu,0.33
AuPd2Tl,0.5
AgHg2Y,0.43
CdPd2Y,0.39
GeMn2V,0.3
Pd2SnTi,0.56
BiLi2Tl,0.21
GaGeRu2,0.33
Be2CoNi,0.23
N6Na2Si4,0.24
Rh3Si,0.31
Mg5Y,0.22
NZn,0.42
Mn2Se2,0.38
B2Co3Yb,0.26
NbSe4Tl3,0.1
Cu2S4SnZn,0.31
Hf2,0.28
Hf2Si4,0.21
Al2Y2,0.26
N2,0.34
Cr2N6Sr6,0.24
Hf6NiSb2,0.26
C2In2Ti4,0.2
As8Pd4,0.3
C6CuFeLi2N6,0.59
Bi2Na2O6,0.3
H2Na2Pd,0.24
AsPu,-1.15
Si2V6,0.33
Ag3Fe3Te6,0.37
BiCoZr,0.27
Hf2O6Sr2,0.25
Li2Se4Tb2,0.24
Cu2ErSi2,0.22
Al2N2Zr4,0.23
As4O16Pb6,0.28
CRh3Tb,0.33
CaCu2Si2,0.26
BiF6NaRb2,0.29
CaPd2Si2,0.33
Ca2Rh4,0.32
H4Cd2O4,0.34
C8Ca4,0.47
N4,1.29
AgI,0.39
Hf2Li4O6,0.26
Mn6O12Te2,0.32
Ba2Hg,0.25
FK,0.19
CuIrPr2,0.36
B6Pm2,0.19
InMgYb2,0.27
AgDy2Os,0.34
Dy2GaZn,0.24
Tc4,0.3
Co2Pt2,0.29
Hg2NdSm,0.39
O6Ti2U,0.33
Mg3Sn,0.22
HgSm2Zn,0.36
DyYZn2,0.31
Si3Tm,0.31
AlHfIr2,0.23
BiCsO3,0.13
H2Ti2,3.61
Al3Ti,0.23
S4V2,0.24
BPd3Y,0.46
N4Re2,0.23
BaMgNa2O8P2,0.24
ErPt5,0.33
Pr2Sn4,0.27
C3Cr2Tm2,0.3
As4Pd4S4,0.34
Al2As2,0.32
O10Ti6,0.31
LaPt3,0.31
Cu4MgY,0.3
Pt4Rb2Se6,0.29
O8Pd4Y2,0.33
CrN2W,0.27
Cr8,0.3
PbPd2Y,0.38
ClCs,0.28
Cr4Ta2,0.35
NNb,0.23
Al4Pd8,0.35
H4Mg3O5,0.23
Ag2HoIn,0.39
MoU2,0.41
KNO2,0.34
Cs2Cu10S6,0.35
N16Si12,0.43
C2B12Li2,0.14
Br3CsPb,0.26
C8,0.07
Hf2PbY,8.27
Ba2F6Zn,0.32
GaSc2Tc,0.32
GeHgPm2,0.36
NbRuTa2,0.32
CuHf2Os,0.35
O3TiYb,0.24
Br6V2,0.28
AgHg2Sm,0.38
Dy2MgTl,0.32
Ir4Nd2,0.31
LiPZn,0.28
B2Tb,0.16
GaP,0.31
Hg3Zn,0.85
ErLa3,0.24
K3Si,0.34
Li2Tm6,0.98
Ac2NaSn,0.38
Ag3Ge3Yb3,0.25
AgIrTb2,0.36
P3Ti,0.69
HfZr,0.32
MnSiTi2,0.49
MnSnTi2,0.1
Co3Mn,0.01
H2B2Ca,0.2
LiPZn,0.19
Mo3S2Se4Te2W,0.21
NiSc6Te2,0.32
Si2Yb2,0.22
B2Ta2,0.18
SbSc,1.08
NY,0.35
Cr2Sb2,0.23
CdCu2Se4Sn,0.33
Sn2Sr2,0.28
As2Mn3O2Sr2,0.24
Ca2Pb2,0.21
CaIn,0.35
Os4Se8,0.23
Cu2Sn4Sr2,0.28
Co2SiTi,0.31
N4Th3,0.35
BaCd,0.27
Ag16Ca6N,0.34
InNi2Y2,0.29
Cu2O4Sr2,0.3
BiMoRh,0.4
Cu12Te12Tm4,0.27
CCaFKO3,0.25
As16Zn8,0.26
As2BaPd2,0.29
Ag2NdYb,0.32
CrReV2,0.31
CdMgSc2,0.27
Au2LaSn,0.35
Ru6Tc2,0.25
SiTc2W,0.34
I2Sm6,0.43
Cl6InLiRb2,0.47
S8Sc4Zn2,0.29
CdP2Si,0.61
Cu4KSe3,0.34
Ca3Ga4Ni4,0.3
TaTc,0.28
LaMnO3,0.28
B6Nd,0.24
Al2EuSi2,0.23
Br4Yb2,0.26
Cl4Zn2,0.21
Br4Hg2,0.26
Au8S6Tl4,0.32
Cl6Rb2W,0.31
O4Ti2,0.36
La8O20Si4,0.31
Pd2SnY,0.39
InPd2Y,0.38
Ag2Br2,0.39
As2Co2Sr,0.3
Li8Si4Zn4,0.16
Ni2S2,0.44
Cl2OsPt,1.17
As2CoTl,0.85
Cu2GeS4Zn,0.29
Nb4Se8,0.24
Al4O12Sm4,0.25
K4S6,0.19
Li5SSb,0.13
CoIrSc2,0.3
Bi3Sc,0.35
Hf2ReTc,0.27
AlLu2Zn,0.26
Au3Tl,0.49
GeMnSc2,0.31
CuN,0.36
ScSi,1.35
Ba3PSb,0.28
CaIrO3,0.44
Li4N2O4P2,0.22
Al2Zr2,0.24
Al2Ge2La2,0.46
LiPt,0.31
Ba2Cd2Ge2,0.14
AgScSe2,0.36
Ge2S2,0.27
O8Pt6,0.37
BaMoO3,-28.79
Ni3Sn4,0.29
CFe3Sn,0.32
Ge2Pt2U2,0.33
Ba2Cl2F2,0.29
Ge4Zr2,0.22
Li28Si8,0.16
Se2V2,0.24
Ru2Sb4U2,0.26
S2Sn2,0.26
F8V2,0.12
Pd2Te2,0.4
Cl6Zr2,0.7
MnPdTe,0.23
Co3Fe13,0.29
H4Fe2Ti2,0.32
CMn3Zn,0.48
S6,0.2
Au2K2S2,0.25
Co2Ge2Sr,0.22
Li2O4Zr2,0.24
OPu,0.32
Pt3W,0.32
Au2CdY,0.38
Ge4Mg2Y4,0.2
PmYbZn2,0.25
MgRh2Si,0.31
O2PrSm,0.25
MgScTl,0.01
LuMg2Sm,0.29
PdScZn2,0.38
N2Os,0.26
HgLi3,0.54
Mg6Th2,0.4
N2Pd2,1.1
F6Tc,0.44
Sb2,0.23
Hf4Mn8,0.37
N8Si6,0.25
As6W4,0.27
Cu3Mg3Y3,0.34
Li2P2Sr2,0.18
F6PbZn,0.15
Hf2W4,0.32
As2BaMn2,0.24
Pb2Th2,0.26
Co2GeZn,0.44
AlNPr3,0.37
PbPd3,0.35
CoFe,0.29
Be8Fe4,0.15
Ga4S4,0.24
Fe6Sn4,0.27
BRh3Y,0.29
AgAsZn,0.71
B2Nb,0.22
Si6Ta3,0.19
Nd3Rh3Sn3,0.35
KNi2Se2,0.31
PdSbSc,0.3
Co2Ta4,0.34
Na4Se6Zr2,0.24
Cu2K2Se2,0.24
Ga2O6Sc2,0.3
F2Gd2O2,0.3
Ba3I8Sr,0.35
LiPd2Sb,0.45
AgGePm2,0.34
Hf,0.31
RhTcTi2,0.3
CdRh2Tl,0.33
LiPd2Zn,0.31
C2RhSm,0.29
F3Rb,0.55
BO3Rb,0.11
MgNaO3,0.41
InMgRh2,0.19
LuYZn2,0.32
N2Os2,0.27
C8N8S8Se4,0.34
FeN,0.3
BPd3Yb,0.47
LuTe2Tl,0.23
H3KMg,1.1
Ru3Si2Th,0.28
AsInPt5,0.33
HfRh3,0.27
Li12N8Os2,0.2
Au2Zr6,0.31
Ca2Ga6Ni4,0.3
Ag2Al2Se4,0.35
Si4Sr2,0.21
CInPr3,0.37
Hf4Mn4Si4,0.27
O24Sm16,0.32
In4S6,0.37
Ni4P8,0.22
Cl8O8U4,0.24
As4Os2,0.21
As2Ti2Zr2,0.28
Cr4F12O4,0.17
C6Al2Ta8,0.24
AlAu2Mn,0.44
C4Ca4O12,0.32
HTa2,0.36
H8B2Li2,0.27
AlFe2Mo,0.35
PrTe,0.24
Ba2Se4,0.33
Br4O4W2,0.29
Li6Sb2,0.17
Al2FeIr,0.27
AgCeZn2,0.33
AcAu2Pb,0.4
Ge4Mg2Sm4,0.2
CoLaTe,0.32
NaO3Tc,0.36
ScSn3,0.52
Ho6Pm2,0.26
PY,0.25
Br3CsPd,0.25
CoGeTi2,0.35
Co2GaNi,0.33
Cr2NiSe4,0.3
Ga3Tb,0.26
Mo2Ni6,0.33
Pd5Sr,0.31
Cu2Sn2Y2,0.22
Ru2Zn6,0.32
Rh2V6,0.29
BN,0.15
Tb4Tl2,0.31
Fe2O8V2,0.26
Li2O,0.16
Cu2MnS4Sn,0.34
Ga3Nb,0.21
Co4Tb2,0.4
Cl18U3,0.34
HgTe,0.35
N10Ta6,0.32
BiF5,0.2
Br4Li2Mn,0.3
B4N8Na12,0.28
Bi4K12Te12,0.28
CeCuMg2,0.26
Al2F12Na6,0.27
As4Ni4S4,0.27
Pd2Si2Y,0.32
GeI3Rb,0.26
LaPd3,0.35
LiO4Ti2,0.2
As2BaPd2,0.28
Ba2Ge2Mg2,0.22
Cu2Na2O4,0.35
Ba2O8Pd4,0.36
Fe3Li4O8,0.25
Mn3Nb3Si3,0.28
Cd2Ge2O6,0.34
B2Nb2O8,0.26
Ac2CdSn,0.35
PaTc2Ti,0.36
CaPmZn2,0.27
MgPm2Si,0.32
HoTc2Th,0.41
HgNd2Sn,0.37
NaPd2Tl,0.52
Au2LiTh,0.57
Al2IrRu,0.26
AlHo2Mg,0.22
Ag2HoY,0.31
BMg6Rb,0.3
CdCo3N,0.29
Fe2Se2,0.25
Ba2FN,0.28
C4Os2,0.26
Nd16O24,0.32
Fe5Nd,0.27
Ga4Li4Se8,0.29
Au2U,0.32
O8,0.35
Au2Er2Sn2,0.27
CoGe3Nd,0.24
Ir6Si2,0.32
C2Mn2O6,0.31
Ni4Pr2,0.38
B4Co4,0.29
Pt3Sn,0.37
Mn2Si2Y2,0.25
HF2Na,0.32
ClLi4N,0.17
BaBi2Mg2,0.23
Cu3Ho3In3,0.22
Y4Zn12,0.27
Co2ErSi2,0.24
C7Nb10,0.26
Ag2Ga2S4,0.34
F7K3Mn2,0.24
Co2RbSe2,0.23
Li26Si8,0.17
H4Zr4,0.4
Fe2O2,0.34
As4Ba4Pt4,0.35
LiTl,0.28
RbSe6Th2,0.29
LiNaTe,-9.98
In2LuPr,0.33
B2N2,0.21
BO3Pb,0.55
Ag4As4S4,0.35
CaGa2,0.21
Ag2N2,0.48
C4,0.11
CSc,0.85
CBaSi,0.45
Er2Te4,0.34
Mg16O48Si16,0.2
Ga4HfV2,0.22
CHo3In,0.38
Pt2Te2,0.31
HfPdSn,0.3
Ge4Pt2,0.31
Ag8O12Se4,0.37
CInNd3,0.23
Co2HfSn,0.3
Ca2Mn2Si2,0.19
B4Co4Re4,0.33
Ag3Pb3Y3,0.27
As2Nb2Si2,0.22
Au3Dy3In3,0.28
In2Na2Te4,0.3
Mn2SnW,0.3
Br6U2,0.34
H2Pr,0.28
Ag2Dy,0.32
Hf3Te2,0.21
Cu2GaSr,0.29
Cu2NiZn,0.32
Ba3Bi3Na3,0.22
CKN,0.36
Ge6Nb3,0.2
I8Ti2,0.24
Al6Ce2,0.18
Ru2Si2Y,0.27
C3B12,0.19
Cr10Si6,0.25
O2Pd,0.46
CuF2Li,0.3
HgO2Pt,0.33
Mn4P16,0.23
BaGe2Mg2,0.19
Au2PaPb,0.34
Er2RuZn,0.33
FeHf2Ir,0.34
B4S6,0.19
BeRu2Si,0.27
Al3Ta,0.19
Nd3Sm,0.23
NbO3Pr,0.42
Br2Li2,0.3
CdHgTm2,0.36
AsEuO3,0.24
H3Bi,0.41
Ag3N,0.45
O12Zn12,0.53
K,0.6
MgPPd5,0.32
RhSbU,0.36
Ge4Hf2,0.24
Hf12Sb4,0.31
N2U,0.33
Mn8O20Sm4,0.29
Cu2Ti2,0.3
Ge4Rh4,0.28
Cu2Fe4Ge4,0.29
Al12Mg17,0.29
As8Cu4O16,0.26
Ba4I8,0.33
S8Sb4Tl4,0.33
Cu4K4S4,0.35
Br2Na4O,0.23
B2LuOs3,0.29
Ir4Sr2,0.43
Ru2Si2Yb,0.28
P4Sn2Zn2,0.25
CuO4Sm2,0.32
Ca2Ir2O6,0.3
As2Pd2Sr,0.32
Na4O6Si2,0.26
Na4O12Ta4,0.2
BaO3Ti,0.64
Cu2LuSi2,0.25
O16Sb8Zn4,0.36
Cs2CuO2,0.66
Bi2DyIO4,0.27
Ag4S2,0.35
F9Fe3,0.3
Bi2Br2Cd2S4,0.26
BiTe,0.56
C18Si18,0.16
Bi2Mg3,0.32
Au2InZr,0.41
Ba2LiO6Re,0.28
P2Te2U2,0.22
Ge3O6,0.21
Li2O4Zn2,0.28
GaLiPm2,0.26
Ir4S6,0.28
HoLuMg2,0.27
GeMgRh2,0.32
CdLu2Tl,0.36
Au2MgY,0.4
BaSrYb2,0.24
AgBiS2,0.37
P2Se2U2,0.31
AuO2Pd,0.56
C2As2Nb4,0.26
